cell_type,tissue_system,germ_layer,layer_id,os_analogy,cell_type_description,n_markers_in_catalog,marker_gene
OSTEOBLAST,Bone,MESODERM,6,Hardware fabricator — builds structural framework,Bone-forming cells,13,SPP1
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,ACP5
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,CSF1R
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,CTSK
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,DCSTAMP
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,ITGB3
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,MMP9
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,NFATC1
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,OSCAR
OSTEOCLAST,Bone,MESODERM,6,Garbage collector — breaks down old hardware for recycling,Bone-resorbing cells — bone remodeling,9,TNFRSF11A
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,ACTA1
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,CASQ1
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,DES
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,DMD
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYF5
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYF6
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYH1
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYH2
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYH3
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYH4
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYH8
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYOD1
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,MYOG
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,NEB
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,PAX3
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,PAX7
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,RYR1
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,SGCA
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,SGCB
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,SGCD
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,SGCG
SKELETAL_MUSCLE,Muscle,MESODERM,6,Actuator/servo motor — voluntary movement execution,Striated muscle — voluntary movement,22,TTN
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,ABCC8
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,GCK
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,IAPP
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,INS
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,KCNJ11
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,MAFA
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,NEUROD1
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,NKX2-2
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,NKX6-1
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,PAX6
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,PCSK1
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,PCSK2
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,PDX1
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,SLC2A2
BETA_CELL,Pancreas,ENDODERM,7,"Fuel gauge + dispenser — monitors glucose, releases insulin",Insulin-producing pancreatic beta cells,15,SLC30A8
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,ACE2
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,ALPI
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,ANPEP
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,CDH17
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,CDX2
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,FABP2
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,HNF4G
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,SI
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,SLC2A5
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,SLC5A1
ENTEROCYTE,Intestine,ENDODERM,7,Input parser — absorbs and processes nutrients from external input,Intestinal absorptive cells,11,VIL1
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,AGR2
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,ATOH1
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,CLCA1
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,FCGBP
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,MUC2
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,MUC5AC
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,MUC5B
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,SPDEF
GOBLET_CELL,Intestine/Airway,ENDODERM,7,Lubrication system — protective mucus coating,Mucus-producing cells — barrier protection,9,TFF3
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,ATOH1
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,CDH23
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,ESPN
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,GFI1
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,MYO6
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,MYO7A
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,OTOF
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,PCDH15
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,POU4F3
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,SLC26A5
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,TMC1
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,TMC2
HAIR_CELL,Inner ear,ECTODERM,7,Acoustic sensor — mechanical-to-electrical transduction,Cochlear and vestibular hair cells,13,TRIOBP
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,AFP
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,ALB
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,APOA1
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,APOB
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,ASGR1
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,ASGR2
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,CYP1A2
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,CYP2D6
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,CYP2E1
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,CYP3A4
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,G6PC
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,HNF1A
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,HNF4A
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,PCK1
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,SERPINA1
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,TAT
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,TF
HEPATOCYTE,Liver,ENDODERM,7,"Central processing/metabolism engine — detox, synthesis, storage","Liver parenchymal cells — metabolism, detoxification, protein synthesis",18,UGT1A1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,CNGA1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,CRX
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,GNAT1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,GRK1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,NR2E3
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,NRL
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,OPN1LW
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,OPN1MW
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,OPN1SW
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,PDE6A
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,PDE6B
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,PRPH2
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,RCVRN
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,RHO
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,ROM1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,RP1
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,RPGR
PHOTORECEPTOR,Retina,ECTODERM,7,Optical sensor — light-to-electrical signal transduction,Rod and cone photoreceptors,18,SAG
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,AGER
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,AQP5
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,CAV1
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,CLIC5
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,EMP2
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,HOPX
PNEUMOCYTE_I,Lung,ENDODERM,7,Thin membrane interface — gas exchange surface,Alveolar type I — gas exchange (95% of alveolar surface),7,PDPN
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,ACTN4
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,CD2AP
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,INF2
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,MYO1E
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,NPHS1
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,NPHS2
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,PLCE1
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,PODXL
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,SYNPO
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,TRPC6
PODOCYTE,Kidney,MESODERM,7,Fine filter — selective permeability barrier,Glomerular filtration cells,11,WT1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,AICDA
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,BCL6
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,BLIMP1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD19
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD20
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD27
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD38
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD79A
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,CD79B
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,EBF1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,IGHD
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,IGHM
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,IRF4
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,MS4A1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,PAX5
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,PRDM1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,SDC1
B_CELL,Bone marrow/Spleen,MESODERM,8,Antibody factory — produces targeted security tokens,Antibody-producing immune cells,18,XBP1
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,BATF3
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,CD1C
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,CD80
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,CD86
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,CLEC9A
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,FCER1A
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,FLT3
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,HLA-DRA
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,IRF4
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,IRF8
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,ITGAX
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,SIGLEC6
DENDRITIC_CELL,Multiple,MESODERM,8,Intelligence briefer — presents threat intel to adaptive system,Professional antigen-presenting cells,13,XCR1
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,ADGRE1
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,AXL
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,CD14
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,CD163
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,CD68
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,CSF1R
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,FCGR1A
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,FCGR3A
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,ITGAM
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,MARCO
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,MERTK
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,MRC1
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,MSR1
MACROPHAGE,Multiple,MESODERM,8,Cleanup daemon + antigen presenter — phagocytosis + alerting,Innate immune phagocytes — debris clearance + antigen presentation,14,TYROBP
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,AIF1
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,CSF1R
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,CX3CR1
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,HEXB
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,ITGAM
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,P2RY12
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,SALL1
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,SPI1
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,TMEM119
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,TREM2
MICROGLIA,Brain,MESODERM,8,"Security scanner — monitors for threats, clears debris",Brain-resident macrophages — immune surveillance + synapse pruning,11,TYROBP
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,EOMES
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,FCGR3A
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,GZMA
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,GZMB
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,IFNG
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,IL2RB
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,KLRB1
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,KLRD1
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,KLRK1
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,NCAM1
NK_CELL,Blood/Spleen,MESODERM,8,First responder — kills on suspicion without prior training,Natural killer cells — innate cytotoxic lymphocytes,13,NCR1
